Unnamed: 0,data,len,true,fuzzy,id,single,split,source
498,"humberstone and santa laura works contain over <NUM>  former saltpeter works where workers from chile , peru and bolivia lived in company towns and forged a distinctive communal pampinos culture",29,[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1178,,dev,short_description
1144,"located in a limestone plateau of the ardeche river in southern france , the property contains the earliest known and best preserved figurative drawings in the world , dating back as early as the aurignacian period <NUM>  , <NUM>  , <NUM>  bp , making it an exceptional testimony of prehistoric art",42,[1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1426,,dev,short_description
1430,"the red fort complex was built as the palace fort of shahjahanabad ndash the new capital of the fifth mughal emperor of india , shah jahan",25,[0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],[0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],231,,dev,short_description
3074,"vredefort dome bears witness to the world rsquo s greatest known single energy release event , which had devastating global effects including , according to some scientists , major evolutionary changes",26,[0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.2],[0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.2],1162,,dev,short_description
2679,"for <NUM>  , <NUM>  years , the high rice fields of the ifugao have followed the contours of the mountains",17,[0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],722,,dev,short_description
2066,"the mausoleum of khoja ahmed yasawi , in the town of yasi , now turkestan , was built at the time of timur tamerlane , from <NUM>  to <NUM> ",25,[1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1103,,dev,short_description
2426,"the portuguese fortification of mazagan , now part of the city of el jadida , <NUM>  km southwest of casablanca , was built as a fortified colony on the atlantic coast in the early <NUM> th century",32,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1058,,dev,short_description
2403,"in the middle ages , this natural harbour on the adriatic coast in montenegro was an important artistic and commercial centre with its own famous schools of masonry and iconography",29,[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],125,,dev,short_description
2627,kuk is one of the few places in the world where archaeological evidence suggests independent agricultural development and changes in agricultural practice over such a long period of time . ,29,[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],887,,dev,short_description
592,the grottoes and niches of longmen contain the largest and most impressive collection of chinese art of the late northern wei and tang dynasties <NUM>  <NUM>  ,25,[1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1003,,dev,short_description
2331,"barrag aacute n rsquo s work integrated modern and traditional artistic and vernacular currents and elements into a new synthesis , which has been greatly influential , especially in the contemporary design of gardens , plazas and landscapes . ",31,[1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.2],1136,,dev,short_description
699,"its purpose was to unify national administration , while allowing ethnic minorities to retain their customs and way of life",19,[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1474,,dev,short_description
2428,the fortification with its bastions and ramparts is an early example of renaissance military design,15,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1058,,dev,short_description
2262,"puebla , which was founded em ex nihilo em in <NUM>  , is situated about <NUM>  km east of mexico city , at the foot of the popocatepetl volcano",24,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],416,,dev,short_description
2698,"modelled on italian theories of the ideal city and built by the architect bernando morando , a native of padua , zamosc is a perfect example of a late <NUM> th century renaissance town",29,[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],564,,dev,short_description
1640,"the last phase of the inscription is particularly important , as it is here that darius introduced for the first time the old persian version of his res gestae things done ",30,[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1222,,dev,short_description
2693,this major industrial undertaking has royal status and is the oldest of its type in europe,16,[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],32,,dev,short_description
2210,"it bears testimony to the power and riches of the empire that flourished in the <NUM> th and <NUM> th centuries through its control of the trans saharan trade , notably in salt and gold",31,[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1139,,dev,short_description
1025,"the vast nave , in pure ogival style , the porches adorned with fine sculptures from the middle of the <NUM> th century , and the magnificent <NUM> th and <NUM> th century stained glass windows , all in remarkable condition , combine to make it a masterpiece . ",38,[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],81,,dev,short_description
3185,here the way of life during a critical phase of human development is vividly and graphically depicted in paintings whose style and subject matter are unique . ,26,[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],874,,dev,short_description
2284,"located in the state of veracruz , el tajin was at its height from the early <NUM> th to the early <NUM> th century",21,[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],631,,dev,short_description
363,"situated on a rocky peninsula on the black sea , the more than <NUM>  , <NUM>  year old site of nessebar was originally a thracian settlement menebria ",22,[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],217,,dev,short_description
3377,"the longest valley glacier outside the polar region is located among the <NUM>  , <NUM>  glaciers inventoried in the site , which also numbers <NUM>  rivers and more than <NUM>  lakes",28,[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],1252,,dev,short_description
3620,it remains one of the greatest cantilever trussed span bridges and continues to carry passengers and freight,16,[1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1485,,dev,short_description
2532,"surrounded by a buffer zone , coincident with the area of privileges the circumference granted to the mining enterprise by the danish norwegian crown <NUM>  , the property illustrates the establishment and flourishing of a lasting culture based on copper mining in a remote region with a harsh climate . ",46,[0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],55,,dev,short_description
1712,"among these sites is the capital built by the founder of the dynasty , ardashir papakan , as well as a city and architectural structures of his successor , shapur i",28,[0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],1568,,dev,short_description
1332,"in a small valley in the peloponnesus , the shrine of asklepios , the god of medicine , developed out of a much earlier cult of apollo maleatas , during the <NUM> th century bc at the latest , as the official cult of the city state of epidaurus",43,[1.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],[1.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],491,,dev,short_description
2055,"the combination of <NUM>  , <NUM>  rock carvings with <NUM>  , <NUM>  inscriptions trace the evolution of human thought and the early development of the alphabet",22,[0.  0.  1.  0.  1.  0.  1.  0.  0.  0.  0.2],[0.  0.  1.  0.  1.  0.  1.  0.  0.  0.  0.2],1377,,dev,short_description
1881,"assisi , a medieval city built on a hill , is the birthplace of saint francis , closely associated with the work of the franciscan order",23,[1.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],[1.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],990,,dev,short_description
814,"the area , which is situated in and around cabo cruz in south east cuba , includes spectacular terraces and cliffs , as well as some of the most pristine and impressive coastal cliffs bordering the western atlantic . ",34,[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],889,,dev,short_description
3547,the two sanctuaries consist of circles of menhirs arranged in a pattern whose astronomical significance is still being explored,19,[1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],373,,dev,short_description
347,"the ensemble is completed by a third church , built at the beginning of the <NUM> th century",16,[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],42,,dev,short_description
1002,the impact of african and islamic traditions on the development of the town s building types and urban layout make for its particular character and uniqueness . ,25,[0.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],1189,,dev,short_description
3812,"this site is an extensive inca communication , trade and defence network of roads covering <NUM>  , <NUM>  km",16,[0.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],[0.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1459,,dev,short_description
755,"this vast marine park , the largest no fishing zone in the eastern tropical pacific , provides a critical habitat for internationally threatened marine species , and is a major source of nutrients resulting in large aggregations of marine biodiversity",36,[0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.2],[0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.2],1216,,dev,short_description
2933,"a major reindeer migration route crosses the property , which represents an exceptional , large scale and increasingly rare natural phenomenon . ",18,[0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.2],[0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.2],1234,,dev,short_description
1706,"the city of yazd is located in the middle of the iranian plateau , <NUM>  km southeast of isfahan , close to the spice and silk roads",25,[0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],1544,,dev,short_description
2789,jongmyo is the oldest and most authentic of the confucian royal shrines to have been preserved,16,[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],738,,dev,short_description
1943,"they also bear testimony to the fruitful coexistence of people of different origins and religions muslim , byzantine , latin , jewish , lombard and french . ",22,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1487,,dev,short_description
114,ninety one eucalypt taxa occur within the greater blue mountains area which is also outstanding for its exceptional expression of the structural and ecological diversity of the eucalypts associated with its wide range of habitats,34,[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],917,,dev,short_description
1463,"the serial site , situated in the state of rajastahan , includes six majestic forts in chittorgarh kumbhalgarh sawai madhopur jhalawar jaipur , and jaisalmer",22,[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],247,,dev,short_description
1850,"the magnificent <NUM> th century cathedral at modena , the work of two great artists lanfranco and wiligelmus , is a supreme example of early romanesque art",23,[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],827,,dev,short_description
1261,"regensburg rsquo s <NUM> th to <NUM> th century architecture ndash including the market , city hall and cathedral ndash still defines the character of the town marked by tall buildings , dark and narrow lanes , and strong fortifications",32,[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1155,,dev,short_description
1161,"widespread in polynesia , the em marae em were places where the world of the living intersected the world of the ancestors and the gods",22,[0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1529,,dev,short_description
2389,"the site also includes kharkhorum , the <NUM> th and <NUM> th century capital of chingis genghis khan rsquo s vast empire",16,[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1081,,dev,short_description
1236,this development is reflected in the high quality of many of the buildings and of the parks in the surrounding area . ,21,[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],846,,dev,short_description
1218,"its construction was first undertaken in the middle ages by cistercian monks , and it was then developed on a vast scale from the end of the <NUM> th century until the <NUM> th century",32,[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],623,,dev,short_description
85,it is a unique landmark in the study of human evolution on the australian continent,15,[0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.2],[0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.2],167,,dev,short_description
1547,"the art deco edifices , with their cinemas and residential buildings , blend indian design with art deco imagery , creating a unique style that has been described as em indo deco em ",27,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1480,,dev,short_description
2714,"constrained by the physical and political conditions , the churches of peace bear testimony to the quest for religious freedom and are a rare expression of lutheran ideology in an idiom generally associated with the catholic church . ",36,[0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1054,,dev,short_description
1407,"the tombs are important also in artistic terms , since they are richly decorated with murals of outstanding quality depicting christian themes . ",21,[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],853,,dev,short_description
2036,they demonstrate the differences in social classes of that period and reflect a highly sophisticated funerary system . span,17,[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1593,,dev,short_description
680,"from this base , kublai khan established the yuan dynasty that ruled china over a century , extending its boundaries across asia",20,[0.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],[0.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1389,,dev,short_description
1030,"with its sculpted capitals and portal , the madeleine of v eacute zelay ndash a <NUM> th century monastic church ndash is a masterpiece of burgundian romanesque art and architecture . ",25,[1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],[1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],84,,dev,short_description
129,the australian convict sites presents the best surviving examples of large scale convict transportation and the colonial expansion of european powers through the presence and labour of convicts . ,27,[0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],[0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],1306,,dev,short_description
1390,"the basilica , erected over the tomb of st peter the apostle , is the largest religious building in the world , the fruit of the combined genius of bramante , raphael , michelangelo , bernini and maderno . ",32,[1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],[1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],286,,dev,short_description
3127,"the presence of springs and numerous streams assures a lush vegetation resembling that of the tertiary , which , due to climatic changes , has largely disappeared from southern europe . ",27,[0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.2],[0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.2],380,,dev,short_description
1960,"these masterpieces of wooden architecture are important not only for the history of art , since they illustrate the adaptation of chinese buddhist architecture and layout to japanese culture , but also for the history of religion , since their construction coincided with the introduction of buddhism to japan from china by way of the korean peninsula . ",54,[1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],[1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],660,,dev,short_description
905,sermeq kujalleq is one of the fastest and most active glaciers in the world,14,[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],1149,,dev,short_description
3439,the epigraphic inscriptions are crucial for our understanding of the history of the lycian people and their indo european language . ,19,[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],484,,dev,short_description
1385,"these haitian monuments date from the beginning of the <NUM> th century , when haiti proclaimed its independence",16,[0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],[0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],180,,dev,short_description
310,"although modest , both public and private architecture form a harmonious whole , thanks to the coherent use of local materials and vernacular techniques . ",22,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],993,,dev,short_description
3691,chaco is remarkable for its monumental public and ceremonial buildings and its distinctive architecture it has an ancient urban ceremonial centre that is unlike anything constructed before or since,30,[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],353,,dev,short_description
386,this property is composed of five elements located in different provinces of the country,14,[0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1602,,dev,short_description
151,"they embody a diversified and highly comprehensive ensemble of architectural , decorative and landscape examples of these interchanges of influence . ",19,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],931,,dev,short_description
1339,"mystras , the wonder of the morea , was built as an amphitheatre around the fortress erected in <NUM>  by the prince of achaia , william of villehardouin",25,[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],511,,dev,short_description
1477,near the gardens of the taj mahal stands the important <NUM> th century mughal monument known as the red fort of agra,20,[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],251,,dev,short_description
1930,"the serial property testifies to the lombards major role in the spiritual and cultural development of medieval european christianity , notably by bolstering the monastic movement . ",25,[0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],[0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],1318,,dev,short_description
2580,the buddhist monastic complex of takht i bahi throne of origins was founded in the early <NUM> st century,16,[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],140,,dev,short_description
429,"the burgess shale fossil site , well known for its fossil remains of soft bodied marine animals , is also found there . ",19,[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],304,,dev,short_description
499,"that culture is manifest in their rich language , creativity , and solidarity , and , above all , in their pioneering struggle for social justice , which had a profound impact on social history",29,[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1178,,dev,short_description
1227,"messel pit is the richest site in the world for understanding the living environment of the eocene , between <NUM>  million and <NUM>  million years ago",25,[0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.2],[0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.2],720,,dev,short_description
2910,"located well above the arctic circle , the site includes the mountainous wrangel island <NUM>  , <NUM>  km<NUM>  , herald island <NUM>  km sup <NUM>  sup and surrounding waters",22,[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],1023,,dev,short_description
2451,"the site forms a coherent , extensive and high quality record of ritual practices relating to hunter gatherer communities in this part of southern africa over at least <NUM>  , <NUM>  years , and eloquently illustrates the links between the ritual and economic practices of hunter gatherers . ",40,[0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],1255,,dev,short_description
1228,"in particular , it provides unique information about the early stages of the evolution of mammals and includes exceptionally well preserved mammal fossils , ranging from fully articulated skeletons to the contents of stomachs of animals of this period . ",36,[0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.2],[0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.2],720,,dev,short_description
1856,"the vast expanse of the commercial town of pompei contrasts with the smaller but better preserved remains of the holiday resort of herculaneum , while the superb wall paintings of the villa oplontis at torre annunziata give a vivid impression of the opulent lifestyle enjoyed by the wealthier citizens of the early roman empire . ",52,[0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],829,,dev,short_description
3474,the rock cut kybele sanctuary lies to the north west on another hill visually linked to the acropolis,16,[1.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],[1.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1457,,dev,short_description
3201,"each village in the valley contains a romanesque church , and is surrounded by a pattern of enclosed fields",18,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],988,,dev,short_description
2996,"the location of the town on an island at the mouth of the senegal river , its regular town plan , the system of quays , and the characteristic colonial architecture give saint louis its distinctive appearance and identity . ",35,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],956,,dev,short_description
3344,"although there is some evidence that vines were grown in the area in roman times , the present vine terraces can be traced back to the <NUM> th century , when benedictine and cistercian monasteries controlled the area",35,[0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],1243,,dev,short_description
1259,"located on the danube river in bavaria , this medieval town contains many buildings of exceptional quality that testify to its history as a trading centre and to its influence on the region from the <NUM> th century",36,[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1155,,dev,short_description
2895,the site is also an important habitat for endangered animal species such as the snow leopard . ,16,[0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.2],[0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.2],768,,dev,short_description
2158,"despite invasions and partial destruction , it has preserved an impressive complex of gothic , renaissance , baroque and classical buildings as well as its medieval layout and natural setting . ",27,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],541,,dev,short_description
278,"it is an exceptional example of the interaction between climatic , hydrological and biological processes",14,[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],1432,,dev,short_description
494,"the city has well preserved its interesting early industrial infrastructures , such as the numerous lsquo elevators rsquo on the steep hillsides . ",19,[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],959,,dev,short_description
2063,"these wetlands are key stopover points and crossroads on the central asian flyway of birds from africa , europe and south asia to their breeding places in western and eastern siberia",30,[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],1102,,dev,short_description
1249,"the <NUM> km stretch of the middle rhine valley , with its castles , historic towns and vineyards , graphically illustrates the long history of human involvement with a dramatic and varied natural landscape",29,[0.  1.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],1066,,dev,short_description
702,they date from the period around the <NUM> th century bce to the <NUM> nd century ce,15,[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],1508,,dev,short_description
3286,"the rock carvings in tanum , in the north of bohuslan , are a unique artistic achievement not only for their rich and varied motifs depictions of humans and animals , weapons , boats and other subjects but also for their cultural and chronological unity",41,[1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],557,,dev,short_description
2633,"it was probably the most amazing urban creation of the inca empire at its height its giant walls , terraces and ramps seem as if they have been cut naturally in the continuous rock escarpments",34,[1.  0.  1.  0.  0.  0.  1.  0.  1.  0.  0.2],[1.  0.  1.  0.  0.  0.  1.  0.  1.  0.  0.2],274,,dev,short_description
3573,"the massive white tower is a typical example of norman military architecture , whose influence was felt throughout the kingdom",19,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],488,,dev,short_description
2033,"these tombs were for members of the elite , containing a range of funerary objects such as weapons , armour and ornaments ",20,[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1593,,dev,short_description
1816,"the whole city of siena , built around the piazza del campo , was devised as a work of art that blends into the surrounding landscape . ",24,[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],717,,dev,short_description
2906,it is a symbolic reminder of the acceptance of islam by the volga bolgars in ad <NUM>  and remains a sacred pilgrimage destination to the tatar muslims . ,26,[0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],[0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],981,,dev,short_description
2738,its monuments had a profound influence on portuguese architecture in brazil . ,11,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],361,,dev,short_description
1075,"from the louvre to the eiffel tower , from the place de la concorde to the grand and petit palais , the evolution of paris and its history can be seen from the river seine",33,[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],600,,dev,short_description
119,the royal exhibition building and its surrounding carlton gardens were designed for the great international exhibitions of <NUM>  and <NUM>  in melbourne,22,[0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.2],1131,,dev,short_description
1041,it is decorated with low reliefs commemorating the establishment of the pax romana . ,13,[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],163,,dev,short_description
3153,"the well preserved remains of the old city include , in particular , a large bridge over the guadiana , an amphitheatre , a theatre , a vast circus and an exceptional water supply system",28,[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],664,,dev,short_description
284,"the harmonious balance between the buildings , gardens , <NUM>  baroque churches , convents and numerous small passos chapels all contribute to olinda rsquo s particular charm . ",22,[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],189,,dev,short_description
